Brand Name,Generic Name,manufacturer,2012 Total Spending,2012 Total Dosage Units,2012 Total Claims,"2012 Total 
Beneficiaries",2012 Average Spending Per Dosage Unit (Weighted),"2012 Average 
Spending Per Claim","2012 Average 
Spending Per Beneficiary",2013 Total Spending,2013 Total Dosage Units,2013 Total Claims,"2013 Total 
Beneficiaries",2013 Average Spending Per Dosage Unit (Weighted),"2013 Average 
Spending Per Claim","2013 Average 
Spending Per Beneficiary",2014 Total Spending,2014 Total Dosage Units,2014 Total Claims,"2014 Total 
Beneficiaries",2014 Average Spending Per Dosage Unit (Weighted),"2014 Average 
Spending Per Claim","2014 Average 
Spending Per Beneficiary",2015 Total Spending,2015 Total Dosage Units,2015 Total Claims,"2015 Total 
Beneficiaries",2015 Average Spending Per Dosage Unit (Weighted),"2015 Average 
Spending Per Claim","2015 Average 
Spending Per Beneficiary",2016 Total Spending,2016 Total Dosage Units,2016 Total Claims,"2016 Total 
Beneficiaries",2016 Average Spending Per Dosage Unit (Weighted),"2016 Average 
Spending Per Claim","2016 Average 
Spending Per Beneficiary",Change in Average Spending Per Dosage Unit (2015-2016),Annual Growth Rate in Average Spending Per Dosage Unit (2012-2016)
Amoxicillin ,Amoxicillin ,Virtus Pharmace ,"$416,000.27 ","1,844,421","75,444","61,956",$0.23 ,$5.51 ,$6.71 ,"$985,675.76 ","4,435,944","185,172","143,712",$0.22 ,$5.32 ,$6.86 ,"$1,020,165.44 ","5,121,904","219,185","166,360",$0.20 ,$4.65 ,$6.13 ,"$642,542.32 ","3,727,929","161,266","130,779",$0.17 ,$3.98 ,$4.91 ,"$168,305.77 ","899,276","39,940","33,486",$0.19 ,$4.21 ,$5.03 ,8.57%,-4.56%
Amoxicillin ,Amoxicillin ,"West-Ward, Inc. ","$2,875,166.38 ","9,191,653","311,941","249,487",$0.38 ,$9.22 ,$11.52 ,"$2,507,394.41 ","7,968,070","265,648","213,993",$0.38 ,$9.44 ,$11.72 ,"$2,641,735.12 ","8,813,196","325,589","261,875",$0.34 ,$8.11 ,$10.09 ,"$966,608.60 ","5,562,327","188,294","158,209",$0.23 ,$5.13 ,$6.11 ,"$1,494,708.28 ","8,867,592","316,939","266,163",$0.22 ,$4.72 ,$5.62 ,-2.00%,-12.28%
Amoxicillin-Clavulanate Pot ER ,Amoxicillin/Potassium Clav ,Dr.Reddy'S Lab ,"$1,074,374.82 ","334,404","10,582","8,707",$3.21 ,$101.53 ,$123.39 ,"$1,386,902.60 ","428,351","13,565","11,279",$3.24 ,$102.24 ,$122.96 ,"$1,333,821.57 ","361,996","11,499","9,602",$3.68 ,$115.99 ,$138.91 ,"$1,729,185.37 ","475,284","15,096","12,665",$3.64 ,$114.55 ,$136.53 ,"$1,883,022.13 ","542,614","18,327","15,255",$3.47 ,$102.75 ,$123.44 ,-4.62%,1.95%
Amoxicillin-Clavulanate Pot ER ,Amoxicillin/Potassium Clav ,Sandoz ,"$2,027,409.62 ","628,172","20,552","16,910",$3.23 ,$98.65 ,$119.89 ,"$1,890,471.32 ","613,535","19,915","16,449",$3.08 ,$94.93 ,$114.93 ,"$1,727,718.40 ","559,214","18,143","14,835",$3.09 ,$95.23 ,$116.46 ,"$1,201,778.58 ","399,542","13,337","11,289",$3.01 ,$90.11 ,$106.46 ,"$88,565.57 ","29,760","1,089",957,$2.98 ,$81.33 ,$92.55 ,-1.06%,-2.01%
Amoxicillin-Clavulanate Potass ,Amoxicillin/Potassium Clav ,Aurobindo Pharm ,"$2,156,761.46 ","1,886,125","95,542","80,212",$1.14 ,$22.57 ,$26.89 ,"$5,807,543.40 ","5,453,493","279,550","232,389",$1.07 ,$20.77 ,$24.99 ,"$5,133,050.69 ","5,996,613","314,579","261,501",$0.86 ,$16.32 ,$19.63 ,"$7,247,830.82 ","10,601,849","552,770","465,400",$0.69 ,$13.11 ,$15.57 ,"$10,419,024.07 ","14,824,650","767,099","617,751",$0.70 ,$13.58 ,$16.87 ,2.50%,-11.41%
Amoxicillin-Clavulanate Potass ,Amoxicillin/Potassium Clav ,Dr.Reddy'S Lab ,"$13,948,579.43 ","12,487,966","567,243","464,259",$1.19 ,$24.59 ,$30.04 ,"$16,589,890.33 ","15,668,082","718,997","585,131",$1.13 ,$23.07 ,$28.35 ,"$14,405,396.00 ","17,833,294","822,460","686,020",$0.84 ,$17.52 ,$21.00 ,"$8,136,071.57 ","11,648,472","505,164","442,219",$0.72 ,$16.11 ,$18.40 ,"$1,531,401.42 ","1,945,206","27,613","24,634",$0.86 ,$55.46 ,$62.17 ,19.98%,-7.81%
Amoxicillin-Clavulanate Potass ,Amoxicillin/Potassium Clav ,Morton Grove Ph ,"$1,324,263.33 ","1,893,820","9,002","7,476",$0.70 ,$147.11 ,$177.14 ,"$1,317,296.46 ","1,976,596","9,342","7,815",$0.67 ,$141.01 ,$168.56 ,"$1,281,324.35 ","1,914,713","9,166","7,670",$0.67 ,$139.79 ,$167.06 ,"$1,166,887.92 ","1,824,582","8,584","7,226",$0.64 ,$135.94 ,$161.48 ,"$983,824.32 ","1,688,844","8,037","6,762",$0.58 ,$122.41 ,$145.49 ,-8.91%,-4.46%
Amoxicillin-Clavulanate Potass ,Amoxicillin/Potassium Clav ,Northstar Rx Ll ,"$1,529,503.98 ","1,328,430","65,683","57,845",$1.17 ,$23.29 ,$26.44 ,"$5,556,069.35 ","5,485,124","254,032","203,828",$1.08 ,$21.87 ,$27.26 ,"$5,093,138.76 ","6,502,899","305,673","244,491",$0.83 ,$16.66 ,$20.83 ,"$6,483,188.47 ","9,339,986","453,612","359,107",$0.73 ,$14.29 ,$18.05 ,"$2,333,919.80 ","3,683,134","151,839","130,470",$0.76 ,$15.37 ,$17.89 ,4.73%,-10.06%
Amoxicillin-Clavulanate Potass ,Amoxicillin/Potassium Clav ,Sandoz ,"$34,271,606.95 ","30,293,177","1,417,998","1,120,598",$1.21 ,$24.17 ,$30.58 ,"$33,143,655.04 ","32,112,000","1,503,154","1,187,775",$1.11 ,$22.05 ,$27.90 ,"$31,056,933.50 ","38,332,316","1,827,000","1,476,451",$0.86 ,$17.00 ,$21.03 ,"$29,790,286.24 ","44,234,165","2,132,076","1,702,171",$0.71 ,$13.97 ,$17.50 ,"$36,438,979.16 ","51,828,602","2,578,954","2,029,464",$0.73 ,$14.13 ,$17.95 ,3.15%,-11.80%
Amoxicillin-Clavulanate Potass ,Amoxicillin/Potassium Clav ,Teva USA ,"$14,126,905.01 ","11,996,254","593,131","469,058",$1.22 ,$23.82 ,$30.12 ,"$12,161,422.46 ","10,990,838","562,069","446,168",$1.13 ,$21.64 ,$27.26 ,"$4,643,160.60 ","5,040,914","269,508","210,902",$0.96 ,$17.23 ,$22.02 ,"$4,289,698.53 ","5,887,585","303,449","254,877",$0.75 ,$14.14 ,$16.83 ,"$5,717,079.37 ","8,159,829","418,871","345,114",$0.71 ,$13.65 ,$16.57 ,-4.98%,-12.65%
Amoxicillin-Clavulanate Potass ,Amoxicillin/Potassium Clav ,"West-Ward, Inc. ","$63,205.19 ","226,709","1,408","1,258",$0.28 ,$44.89 ,$50.24 ,"$49,954.76 ","216,137","1,324","1,162",$0.23 ,$37.73 ,$42.99 ,"$55,074.99 ","274,364","1,692","1,481",$0.20 ,$32.55 ,$37.19 ,"$63,017.73 ","352,668","2,157","1,895",$0.18 ,$29.22 ,$33.25 ,"$112,899.45 ","699,090","4,297","3,673",$0.16 ,$26.27 ,$30.74 ,-9.77%,-12.78%
Amphotericin B ,Amphotericin B ,X-Gen Pharmaceu ,"$364,470.73 ","396,282","1,856",796,$0.92 ,$196.37 ,$457.88 ,"$501,724.36 ","556,610","2,098",916,$0.90 ,$239.14 ,$547.73 ,"$438,764.57 ","475,824","2,010",835,$0.92 ,$218.29 ,$525.47 ,"$365,685.84 ","473,139","1,615",563,$0.77 ,$226.43 ,$649.53 ,"$293,970.76 ","324,020","1,410",433,$0.91 ,$208.49 ,$678.92 ,17.39%,-0.34%
Ampicillin Sodium ,Ampicillin Sodium ,App/Fresenius K ,"$255,698.52 ","453,733","1,686",527,$0.57 ,$151.66 ,$485.20 ,"$335,955.39 ","1,013,129","1,946",545,$0.36 ,$172.64 ,$616.43 ,"$344,469.38 ","751,665","2,094",585,$0.47 ,$164.50 ,$588.84 ,"$406,382.16 ","889,371","2,523",665,$0.47 ,$161.07 ,$611.10 ,"$320,465.85 ","664,375","1,854",488,$0.48 ,$172.85 ,$656.69 ,1.55%,-4.00%
Ampicillin Sodium ,Ampicillin Sodium ,Auromedics Phar ,"$30,392.08 ","14,503",189,55,$3.65 ,$160.80 ,$552.58 ,"$185,686.13 ","109,127","1,033",238,$7.70 ,$179.75 ,$780.19 ,"$231,382.29 ","193,127","1,329",383,$2.09 ,$174.10 ,$604.13 ,"$302,542.45 ","201,389","1,866",497,$9.67 ,$162.13 ,$608.74 ,"$454,314.56 ","570,559","2,689",655,$7.06 ,$168.95 ,$693.61 ,-26.93%,17.99%
Ampicillin Sodium ,Ampicillin Sodium ,Sagent Pharmace ,"$95,774.79 ","31,050",690,197,$3.19 ,$138.80 ,$486.17 ,"$110,074.49 ","85,821",911,225,$1.92 ,$120.83 ,$489.22 ,"$103,396.37 ","74,483",768,240,$1.70 ,$134.63 ,$430.82 ,"$106,237.04 ","84,223",891,269,$1.29 ,$119.23 ,$394.93 ,"$100,139.05 ","115,581",798,274,$1.18 ,$125.49 ,$365.47 ,-8.91%,-22.02%
Ampicillin Sodium ,Ampicillin Sodium ,Sandoz ,"$693,973.58 ","788,533","3,081",743,$0.88 ,$225.24 ,$934.02 ,"$659,810.17 ","792,615","2,808",683,$1.92 ,$234.98 ,$966.05 ,"$445,660.00 ","747,296","2,105",582,$1.05 ,$211.71 ,$765.74 ,"$523,547.16 ","1,140,729","2,560",641,$0.63 ,$204.51 ,$816.77 ,"$690,958.25 ","1,149,717","3,081",701,$1.07 ,$224.26 ,$985.68 ,69.64%,5.23%
Ampicillin Sodium ,Ampicillin Sodium ,Sandoz/Novaplus ,"$71,004.06 ","3,871",249,49,$19.68 ,$285.16 ,"$1,449.06 ","$100,242.76 ","11,113",334,58,$58.27 ,$300.13 ,"$1,728.32 ","$168,051.80 ","70,230",801,153,$2.82 ,$209.80 ,"$1,098.38 ","$165,052.19 ","55,350",778,164,$41.08 ,$212.15 ,"$1,006.42 ","$187,751.97 ","237,024",954,175,$39.44 ,$196.81 ,"$1,072.87 ",-3.98%,18.99%
Ampicillin Sodium ,Ampicillin Sodium ,WG Critical Car ,  ,  ,  ,  ,  ,  ,  ,"$35,786.39 ","23,775",204,60,$6.84 ,$175.42 ,$596.44 ,"$93,432.21 ","19,663",516,133,$5.33 ,$181.07 ,$702.50 ,"$143,852.09 ","22,421",811,230,$6.51 ,$177.38 ,$625.44 ,"$223,252.75 ","53,909","1,348",276,$4.44 ,$165.62 ,$808.89 ,-31.82%,-13.42%
Ampicillin Trihydrate ,Ampicillin Trihydrate ,Qualitest ,"$706,787.71 ","3,143,060","92,922","68,159",$0.24 ,$7.61 ,$10.37 ,"$743,277.21 ","3,405,404","102,154","75,154",$0.23 ,$7.28 ,$9.89 ,"$700,832.44 ","10,446,855","96,492","71,471",$0.20 ,$7.26 ,$9.81 ,"$661,075.50 ","3,246,535","98,012","72,465",$0.21 ,$6.74 ,$9.12 ,"$766,307.79 ","3,403,738","107,190","78,798",$0.23 ,$7.15 ,$9.72 ,8.63%,-0.75%
Ampicillin Trihydrate ,Ampicillin Trihydrate ,Sandoz ,"$601,096.65 ","2,195,260","76,200","54,284",$0.27 ,$7.89 ,$11.07 ,"$547,926.96 ","2,192,818","76,266","54,267",$0.25 ,$7.18 ,$10.10 ,"$552,614.48 ","2,383,958","82,167","58,831",$0.23 ,$6.73 ,$9.39 ,"$517,184.61 ","2,318,608","79,559","57,599",$0.22 ,$6.50 ,$8.98 ,"$444,867.84 ","1,981,957","66,542","49,834",$0.22 ,$6.69 ,$8.93 ,0.81%,-4.79%
Ampicillin-Sulbactam ,Ampicillin Sodium/Sulbactam Na ,App/Fresenius K ,"$218,378.03 ","360,117","1,806",526,$0.70 ,$120.92 ,$415.17 ,"$249,829.96 ","301,632","1,910",546,$0.90 ,$130.80 ,$457.56 ,"$366,218.82 ","435,685","3,008",823,$0.84 ,$121.75 ,$444.98 ,"$358,174.39 ","654,469","3,270",891,$0.69 ,$109.53 ,$401.99 ,"$119,158.31 ","193,493",995,356,$0.76 ,$119.76 ,$334.71 ,9.34%,2.01%
Ampicillin-Sulbactam ,Ampicillin Sodium/Sulbactam Na ,Auromedics Phar ,"$39,111.51 ","40,605",277,86,$1.85 ,$141.20 ,$454.79 ,"$512,447.17 ","1,142,988","3,230",872,$0.48 ,$158.65 ,$587.67 ,"$608,107.16 ","1,849,179","4,224","1,239",$0.33 ,$143.96 ,$490.80 ,"$762,937.43 ","1,903,213","5,260","1,479",$0.44 ,$145.05 ,$515.85 ,"$1,076,201.12 ","2,168,390","6,442","1,859",$0.50 ,$167.06 ,$578.91 ,12.47%,-27.87%
Ampicillin-Sulbactam ,Ampicillin Sodium/Sulbactam Na ,Hospira ,"$27,382.66 ","8,345",343,126,$3.71 ,$79.83 ,$217.32 ,"$16,757.96 ","3,467",192,76,$5.02 ,$87.28 ,$220.50 ,"$11,976.08 ","1,889",199,58,$6.37 ,$60.18 ,$206.48 ,"$12,001.15 ","13,668",178,49,$2.00 ,$67.42 ,$244.92 ,"$10,817.47 ","3,567",141,44,$4.60 ,$76.72 ,$245.85 ,129.66%,5.51%
Ampicillin-Sulbactam ,Ampicillin Sodium/Sulbactam Na ,Mylan Instituti ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"$52,752.23 ","25,237",378,122,$4.50 ,$139.56 ,$432.40 ,"$192,318.74 ","152,405","1,418",468,$1.38 ,$135.63 ,$410.94 ,-69.33%,-69.33%
Ampicillin-Sulbactam ,Ampicillin Sodium/Sulbactam Na ,Sagent Pharmace ,"$105,012.14 ","197,429","1,258",376,$0.55 ,$83.48 ,$279.29 ,"$193,132.71 ","196,829","1,919",542,$1.13 ,$100.64 ,$356.33 ,"$167,895.11 ","346,509","1,836",602,$0.74 ,$91.45 ,$278.90 ,"$96,175.35 ","160,181","1,130",399,$3.57 ,$85.11 ,$241.04 ,"$153,441.91 ","196,544","1,496",504,$0.78 ,$102.57 ,$304.45 ,-78.22%,9.22%
Ampicillin-Sulbactam ,Ampicillin Sodium/Sulbactam Na ,Sandoz ,"$197,682.22 ","423,396",983,307,$0.47 ,$201.10 ,$643.92 ,"$115,808.31 ","218,153",489,164,$0.53 ,$236.83 ,$706.15 ,"$47,794.68 ","91,615",199,83,$0.52 ,$240.17 ,$575.84 ,"$27,788.92 ","25,128",110,60,$1.11 ,$252.63 ,$463.15 ,"$17,719.17 ","52,258",87,36,$0.34 ,$203.67 ,$492.20 ,-69.34%,-7.69%
Ampicillin-Sulbactam ,Ampicillin Sodium/Sulbactam Na ,WG Critical Car ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"$46,544.34 ","34,682",454,171,$1.34 ,$102.52 ,$272.19 ,"$42,081.49 ","68,413",497,163,$0.62 ,$84.67 ,$258.17 ,"$58,701.46 ","25,592",279,122,$2.29 ,$210.40 ,$481.16 ,272.90%,30.73%
Ampicillin-Sulbactam ,Ampicillin Sodium/Sulbactam Na ,"West-Ward, Inc. ","$27,660.70 ","5,247",273,70,$5.22 ,$101.32 ,$395.15 ,"$82,838.88 ","49,214",828,226,$1.86 ,$100.05 ,$366.54 ,"$40,032.77 ","21,189",379,127,$2.02 ,$105.63 ,$315.22 ,"$48,170.32 ","70,617",498,177,$0.70 ,$96.73 ,$272.15 ,"$69,902.26 ","125,577",620,217,$0.63 ,$112.75 ,$322.13 ,-9.83%,-41.01%
Ampyra ,Dalfampridine ,Acorda Therapeu ,"$72,345,836.89 ","3,225,670","46,869","7,599",$22.43 ,"$1,543.58 ","$9,520.44 ","$98,939,770.28 ","3,986,895","55,758","8,904",$24.82 ,"$1,774.45 ","$11,111.83 ","$136,149,645.70 ","4,961,343","67,739","10,523",$27.44 ,"$2,009.92 ","$12,938.29 ","$176,169,737.33 ","5,817,988","79,256","12,200",$30.28 ,"$2,222.79 ","$14,440.14 ","$206,304,513.15 ","6,129,028","88,413","12,601",$33.66 ,"$2,333.42 ","$16,372.07 ",11.16%,10.68%
Amrix ,Cyclobenzaprine HCl ,Teva USA ,"$2,555,466.91 ","173,655","4,372","1,284",$14.72 ,$584.51 ,"$1,990.24 ","$5,187,862.43 ","259,366","6,578","2,245",$20.00 ,$788.67 ,"$2,310.85 ","$7,780,293.50 ","366,665","8,780","3,173",$21.23 ,$886.14 ,"$2,452.03 ","$7,540,284.92 ","303,676","7,349","2,425",$24.84 ,"$1,026.03 ","$3,109.40 ","$7,578,683.48 ","251,929","6,605","1,990",$30.10 ,"$1,147.42 ","$3,808.38 ",21.16%,19.59%
Ana-Lex ,Hydrocortisone/Lidocaine/Aloe ,Avion Pharmaceu ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"$25,086.49 ",136,87,62,$184.46 ,$288.35 ,$404.62 ,"$28,953.58 ",191,105,63,$151.59 ,$275.75 ,$459.58 ,-17.82%,-17.82%
Anadrol-50 ,Oxymetholone ,Meda Pharmaceut ,"$405,931.04 ","14,905",214,55,$27.23 ,"$1,896.87 ","$7,380.56 ","$640,892.07 ","21,974",357,69,$29.17 ,"$1,795.22 ","$9,288.29 ","$915,519.83 ","30,163",496,85,$30.35 ,"$1,845.81 ","$10,770.82 ","$934,082.35 ","25,953",405,72,$35.99 ,"$2,306.38 ","$12,973.37 ","$900,652.97 ","22,538",329,49,$39.96 ,"$2,737.55 ","$18,380.67 ",11.03%,10.06%
Anafranil ,Clomipramine HCl ,Mallinckrodt Ph ,"$510,256.62 ","42,101",440,64,$12.12 ,"$1,159.67 ","$7,972.76 ","$697,134.53 ","53,602",507,87,$13.01 ,"$1,375.02 ","$8,013.04 ","$779,892.93 ","57,111",518,86,$13.66 ,"$1,505.58 ","$9,068.52 ","$1,566,438.15 ","59,055",555,88,$26.45 ,"$2,822.41 ","$17,800.43 ","$1,493,628.40 ","51,071",504,81,$29.21 ,"$2,963.55 ","$18,439.86 ",10.45%,24.59%
Anagrelide HCl ,Anagrelide HCl ,Teva USA ,"$5,535,344.81 ","4,900,467","45,200","7,643",$1.16 ,$122.46 ,$724.24 ,"$6,508,156.80 ","5,379,401","48,989","8,385",$1.25 ,$132.85 ,$776.17 ,"$6,969,682.44 ","5,299,894","48,937","8,535",$1.35 ,$142.42 ,$816.60 ,"$6,905,356.11 ","4,679,581","45,757","8,131",$1.52 ,$150.91 ,$849.26 ,"$8,594,016.08 ","4,450,582","42,968","7,515",$2.01 ,$200.01 ,"$1,143.58 ",31.85%,14.58%
Analpram HC ,Hydrocortisone/Pramoxine ,Sebela Pharmace ,  ,  ,  ,  ,  ,  ,  ,"$14,771.39 ","4,050",115,85,$3.65 ,$128.45 ,$173.78 ,"$33,301.62 ","8,423",228,173,$3.95 ,$146.06 ,$192.49 ,"$46,664.03 ","10,195",253,183,$4.58 ,$184.44 ,$254.99 ,"$15,604.88 ","2,787",87,75,$5.60 ,$179.37 ,$208.07 ,22.33%,15.36%
Anaprox Ds ,Naproxen Sodium ,Roche Labs. ,"$80,742.64 ","22,210",288,108,$3.64 ,$280.36 ,$747.62 ,"$92,205.73 ","23,680",277,92,$3.89 ,$332.87 ,"$1,002.24 ","$95,525.35 ","22,903",265,99,$4.17 ,$360.47 ,$964.90 ,"$75,739.65 ","16,579",198,69,$4.57 ,$382.52 ,"$1,097.68 ","$49,875.81 ","10,914",136,47,$4.57 ,$366.73 ,"$1,061.19 ",0.03%,5.89%
Anaspaz ,Hyoscyamine Sulfate ,B.F Ascher & Co ,"$15,007.59 ","72,839",903,512,$0.21 ,$16.62 ,$29.31 ,"$31,663.17 ","165,378","2,035","1,134",$0.19 ,$15.56 ,$27.92 ,"$12,331.41 ","60,648",812,481,$0.20 ,$15.19 ,$25.64 ,"$12,098.70 ","57,930",695,398,$0.21 ,$17.41 ,$30.40 ,"$13,491.25 ","62,562",725,409,$0.22 ,$18.61 ,$32.99 ,3.25%,1.15%
Anastrozole ,Anastrozole ,Accord Healthca ,"$8,163,146.64 ","8,781,092","202,196","52,180",$0.93 ,$40.37 ,$156.44 ,"$11,433,974.27 ","14,605,139","309,779","76,121",$0.78 ,$36.91 ,$150.21 ,"$11,951,619.61 ","20,802,614","425,101","108,859",$0.57 ,$28.11 ,$109.79 ,"$10,368,125.99 ","28,641,872","557,593","135,188",$0.36 ,$18.59 ,$76.69 ,"$12,835,708.08 ","36,704,949","681,944","161,878",$0.35 ,$18.82 ,$79.29 ,-3.40%,-21.68%
Anastrozole ,Anastrozole ,Ahp ,"$7,129.07 ","7,951",258,76,$0.90 ,$27.63 ,$93.80 ,"$13,217.77 ","13,977",482,139,$0.95 ,$27.42 ,$95.09 ,"$17,011.20 ","19,345",717,152,$0.88 ,$23.73 ,$111.92 ,"$10,329.18 ","14,683",587,114,$0.70 ,$17.60 ,$90.61 ,"$5,869.00 ","8,840",417,84,$0.66 ,$14.07 ,$69.87 ,-5.62%,-7.24%
Anastrozole ,Anastrozole ,Apotex Corp ,"$1,436,704.53 ","1,527,789","34,968","12,604",$0.94 ,$41.09 ,$113.99 ,"$2,942,746.94 ","3,369,531","73,387","18,653",$0.87 ,$40.10 ,$157.76 ,"$596,858.57 ","393,294","12,897","4,071",$1.52 ,$46.28 ,$146.61 ,"$941,982.39 ","2,471,517","56,761","18,186",$0.38 ,$16.60 ,$51.80 ,"$1,250,787.06 ","3,649,418","79,342","18,356",$0.34 ,$15.76 ,$68.14 ,-10.07%,-22.30%
Anastrozole ,Anastrozole ,App/Fresenius K ,"$11,123.09 ","36,616",954,344,$0.30 ,$11.66 ,$32.33 ,"$3,762.32 ","12,613",339,102,$0.30 ,$11.10 ,$36.89 ,"$2,605.00 ","9,219",272,65,$0.28 ,$9.58 ,$40.08 ,"$1,307.24 ","4,809",137,33,$0.27 ,$9.54 ,$39.61 ,$770.43 ,"3,120",88,24,$0.25 ,$8.75 ,$32.10 ,-9.16%,-5.05%
Anastrozole ,Anastrozole ,Bluepoint Labor ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"$1,087,293.68 ","1,875,888","41,046","13,433",$0.58 ,$26.49 ,$80.94 ,"$791,175.72 ","1,999,710","49,209","10,631",$0.40 ,$16.08 ,$74.42 ,"$1,003,177.59 ","2,537,676","60,209","13,326",$0.40 ,$16.66 ,$75.28 ,-0.08%,-17.42%
Anastrozole ,Anastrozole ,Breckenridge ,"$4,638,306.95 ","6,858,293","89,633","26,803",$0.68 ,$51.75 ,$173.05 ,"$4,622,807.97 ","7,957,006","110,942","35,034",$0.58 ,$41.67 ,$131.95 ,"$3,652,722.36 ","7,878,327","116,307","38,281",$0.46 ,$31.41 ,$95.42 ,"$1,755,333.38 ","4,537,444","69,429","20,732",$0.39 ,$25.28 ,$84.67 ,"$1,648,458.24 ","4,435,964","66,524","21,596",$0.37 ,$24.78 ,$76.33 ,-3.94%,-13.90%
Anastrozole ,Anastrozole ,Dr.Reddy'S Lab ,"$1,532,427.22 ","1,525,253","40,795","8,797",$1.00 ,$37.56 ,$174.20 ,"$279,692.72 ","337,085","9,610","2,094",$0.83 ,$29.10 ,$133.57 ,"$98,451.46 ","158,250","4,724","1,047",$0.62 ,$20.84 ,$94.03 ,"$34,422.46 ","92,194","2,755",558,$0.37 ,$12.49 ,$61.69 ,"$17,589.46 ","68,885","1,984",416,$0.26 ,$8.87 ,$42.28 ,-31.61%,-29.00%
Anastrozole ,Anastrozole ,Major Pharmaceu ,"$136,986.59 ","147,580","4,013","1,615",$0.93 ,$34.14 ,$84.82 ,"$165,434.57 ","204,013","5,281","2,343",$0.81 ,$31.33 ,$70.61 ,"$134,884.73 ","222,181","5,502","1,972",$0.61 ,$24.52 ,$68.40 ,"$72,109.57 ","175,446","4,798","1,539",$0.41 ,$15.03 ,$46.85 ,"$67,882.41 ","143,050","4,333","1,176",$0.47 ,$15.67 ,$57.72 ,15.46%,-15.44%
Anastrozole ,Anastrozole ,Mylan ,"$2,573,366.53 ","2,497,140","58,000","16,474",$1.03 ,$44.37 ,$156.21 ,"$54,766.42 ","69,567","1,936",686,$0.79 ,$28.29 ,$79.83 ,"$24,012.11 ","31,182",958,180,$0.77 ,$25.06 ,$133.40 ,"$17,684.77 ","28,787",797,234,$0.61 ,$22.19 ,$75.58 ,"$15,752.95 ","61,367","1,307",493,$0.26 ,$12.05 ,$31.95 ,-58.21%,-29.35%
Anastrozole ,Anastrozole ,Rising Pharm ,"$1,786,909.23 ","1,915,604","45,981","10,054",$0.93 ,$38.86 ,$177.73 ,"$1,364,053.46 ","1,871,431","41,834","10,409",$0.73 ,$32.61 ,$131.05 ,"$1,149,884.37 ","2,085,585","45,390","10,864",$0.55 ,$25.33 ,$105.84 ,"$644,626.36 ","1,879,934","41,287","9,740",$0.34 ,$15.61 ,$66.18 ,"$408,302.86 ","1,221,391","28,359","7,510",$0.33 ,$14.40 ,$54.37 ,-2.51%,-22.63%
Anastrozole ,Anastrozole ,Roxane/West-War ,"$1,074,320.36 ","1,058,835","24,706","10,002",$1.01 ,$43.48 ,$107.41 ,"$285,656.58 ","317,719","8,209","2,382",$0.90 ,$34.80 ,$119.92 ,"$327,421.62 ","501,656","12,711","4,435",$0.65 ,$25.76 ,$73.83 ,"$278,297.31 ","824,749","17,866","4,639",$0.34 ,$15.58 ,$59.99 ,"$99,828.42 ","313,191","7,395","2,791",$0.32 ,$13.50 ,$35.77 ,-5.54%,-25.13%
Anastrozole ,Anastrozole ,Sandoz ,"$737,449.61 ","658,228","18,534","3,672",$1.12 ,$39.79 ,$200.83 ,"$469,234.33 ","522,706","13,749","2,788",$0.90 ,$34.13 ,$168.30 ,"$268,420.02 ","387,674","9,830","1,986",$0.69 ,$27.31 ,$135.16 ,"$76,712.81 ","218,370","5,604","1,280",$0.35 ,$13.69 ,$59.93 ,"$32,721.82 ","102,852","2,734",609,$0.32 ,$11.97 ,$53.73 ,-9.44%,-27.00%
Anastrozole ,Anastrozole ,Sun Pharmaceuti ,"$2,929,012.74 ","3,298,105","80,481","19,043",$0.89 ,$36.39 ,$153.81 ,"$1,721,662.71 ","2,279,453","56,120","19,373",$0.76 ,$30.68 ,$88.87 ,"$1,293,530.79 ","2,290,301","54,082","19,742",$0.56 ,$23.92 ,$65.52 ,"$335,672.05 ","940,914","21,811","10,764",$0.36 ,$15.39 ,$31.18 ,"$110,364.55 ","268,928","7,019","2,695",$0.41 ,$15.72 ,$40.95 ,15.03%,-17.55%
Anastrozole ,Anastrozole ,Teva USA ,"$8,772,617.56 ","9,040,106","193,045","47,817",$0.97 ,$45.44 ,$183.46 ,"$12,073,290.40 ","14,388,940","297,076","77,828",$0.84 ,$40.64 ,$155.13 ,"$10,371,544.18 ","16,719,469","327,732","86,430",$0.62 ,$31.65 ,$120.00 ,"$6,511,147.72 ","17,732,280","317,345","80,574",$0.37 ,$20.52 ,$80.81 ,"$5,036,391.36 ","15,664,044","276,716","75,697",$0.32 ,$18.20 ,$66.53 ,-12.44%,-24.13%
