Brand Name,Generic Name,Number of Manufacturers,2012 Total Spending,2012 Total Dosage Units,2012 Total Claims,"2012 Total 
Beneficiaries",2012 Average Spending Per Dosage Unit (Weighted),"2012 Average 
Spending Per Claim","2012 Average 
Spending Per Beneficiary",2013 Total Spending,2013 Total Dosage Units,2013 Total Claims,"2013 Total 
Beneficiaries",2013 Average Spending Per Dosage Unit (Weighted),"2013 Average 
Spending Per Claim","2013 Average 
Spending Per Beneficiary",2014 Total Spending,2014 Total Dosage Units,2014 Total Claims,"2014 Total 
Beneficiaries",2014 Average Spending Per Dosage Unit (Weighted),"2014 Average 
Spending Per Claim","2014 Average 
Spending Per Beneficiary",2015 Total Spending,2015 Total Dosage Units,2015 Total Claims,"2015 Total 
Beneficiaries",2015 Average Spending Per Dosage Unit (Weighted),"2015 Average 
Spending Per Claim","2015 Average 
Spending Per Beneficiary",2016 Total Spending,2016 Total Dosage Units,2016 Total Claims,"2016 Total 
Beneficiaries",2016 Average Spending Per Dosage Unit (Weighted),"2016 Average 
Spending Per Claim","2016 Average 
Spending Per Beneficiary",Change in Average Spending Per Dosage Unit (2015-2016),Annual Growth Rate in Average Spending Per Dosage Unit (2012-2016)
Clopidogrel ,Clopidogrel Bisulfate ,16,"$445,780,547.68 ","338,415,001","7,967,020","2,047,004",$1.32 ,$55.95 ,$217.77 ,"$584,873,001.04 ","595,589,979","13,090,708","2,476,475",$0.99 ,$44.68 ,$236.17 ,"$327,269,992.88 ","686,555,656","14,450,617","2,729,931",$0.47 ,$22.65 ,$119.88 ,"$218,694,058.70 ","735,275,240","14,981,428","2,815,284",$0.30 ,$14.60 ,$77.68 ,"$209,171,393.13 ","733,992,235","14,622,579","2,875,922",$0.29 ,$14.30 ,$72.73 ,-4.41%,-31.79%
Clorazepate Dipotassium ,Clorazepate Dipotassium ,3,"$981,894.67 ","2,999,854","49,065","10,252",$0.32 ,$20.01 ,$95.78 ,"$6,548,256.41 ","20,946,509","332,799","68,855",$0.31 ,$19.68 ,$95.10 ,"$6,416,091.12 ","22,684,929","361,343","70,228",$0.28 ,$17.76 ,$91.36 ,"$8,032,054.31 ","22,434,841","351,204","66,917",$0.36 ,$22.87 ,$120.03 ,"$18,211,519.15 ","20,783,281","323,917","61,706",$0.87 ,$56.22 ,$295.13 ,144.79%,28.08%
Clotrimazole ,Clotrimazole ,7,"$18,789,912.23 ","25,495,754","567,103","318,643",$0.72 ,$33.13 ,$58.97 ,"$20,080,481.56 ","29,332,459","661,073","368,375",$0.67 ,$30.38 ,$54.51 ,"$18,397,860.49 ","29,569,569","669,375","371,968",$0.62 ,$27.49 ,$49.46 ,"$21,731,442.16 ","30,959,382","714,557","401,647",$0.72 ,$30.41 ,$54.11 ,"$24,441,342.76 ","34,091,190","779,900","442,329",$0.75 ,$31.34 ,$55.26 ,4.69%,1.17%
Clotrimazole-Betamethasone ,Clotrimazole/Betamethasone Dip ,4,"$86,227,579.38 ","66,297,313","1,573,693","827,564",$1.30 ,$54.79 ,$104.19 ,"$82,878,063.94 ","65,026,325","1,545,764","835,898",$1.28 ,$53.62 ,$99.15 ,"$71,159,131.89 ","63,423,340","1,523,704","836,951",$1.13 ,$46.70 ,$85.02 ,"$61,278,495.46 ","60,393,845","1,462,790","799,304",$1.02 ,$41.89 ,$76.66 ,"$47,331,771.95 ","51,022,068","1,248,696","704,809",$0.93 ,$37.90 ,$67.16 ,-8.67%,-8.02%
Clozapine ,Clozapine ,4,"$109,046,950.46 ","73,772,730","1,097,544","59,888",$1.53 ,$99.36 ,"$1,820.85 ","$107,236,218.27 ","74,087,205","1,124,424","61,350",$1.50 ,$95.37 ,"$1,747.94 ","$103,175,078.69 ","74,111,361","1,144,307","62,148",$1.43 ,$90.16 ,"$1,660.15 ","$99,097,111.60 ","74,131,391","1,167,080","63,347",$1.42 ,$84.91 ,"$1,564.35 ","$97,973,639.89 ","73,952,704","1,164,101","63,848",$1.44 ,$84.16 ,"$1,534.48 ",1.41%,-1.50%
Clozapine ODT ,Clozapine ,1,"$1,808,686.02 ","335,234","5,074","1,162",$5.06 ,$356.46 ,"$1,556.53 ","$10,402,821.52 ","1,929,983","30,671","2,165",$5.07 ,$339.17 ,"$4,805.00 ","$11,071,589.51 ","2,075,308","32,317","2,154",$5.03 ,$342.59 ,"$5,140.01 ","$12,963,199.90 ","2,096,872","33,370","2,453",$6.38 ,$388.47 ,"$5,284.63 ","$19,318,384.48 ","2,448,079","42,488","2,941",$8.76 ,$454.68 ,"$6,568.64 ",37.24%,14.67%
Clozaril ,Clozapine ,2,"$14,407,071.15 ","2,028,850","19,532","1,585",$6.87 ,$737.61 ,"$9,089.63 ","$15,784,691.15 ","1,868,481","18,396","1,325",$8.07 ,$858.05 ,"$11,912.97 ","$17,333,436.76 ","1,746,349","17,488","1,203",$9.44 ,$991.16 ,"$14,408.51 ","$18,580,946.83 ","1,614,373","16,159","1,150",$10.95 ,"$1,149.88 ","$16,157.35 ","$18,113,357.39 ","1,498,340","14,555","1,034",$11.54 ,"$1,244.48 ","$17,517.75 ",5.44%,13.85%
Cnl 8 ,Ciclopirox/Nail Lacquer Removr ,1,"$57,377.34 ",276,234,168,$207.74 ,$245.20 ,$341.53 ,"$34,680.74 ",147,131,113,$235.60 ,$264.74 ,$306.91 ,"$43,270.76 ",148,138,120,$292.37 ,$313.56 ,$360.59 ,"$36,254.39 ",134,111,91,$270.56 ,$326.62 ,$398.40 ,"$25,540.30 ",85,83,68,$300.47 ,$307.71 ,$375.59 ,11.06%,9.67%
Coartem ,Artemether/Lumefantrine ,1,"$15,310.19 ","4,582",134,65,$3.34 ,$114.26 ,$235.54 ,"$73,014.52 ","20,177",491,171,$3.62 ,$148.71 ,$426.99 ,"$92,849.77 ","23,652",498,175,$3.93 ,$186.45 ,$530.57 ,"$132,118.27 ","30,918",608,212,$4.27 ,$217.30 ,$623.20 ,"$77,067.57 ","15,914",363,145,$4.84 ,$212.31 ,$531.50 ,13.33%,9.72%
Codeine Sulfate ,Codeine Sulfate ,2,"$1,608,827.11 ","3,486,114","30,075","9,778",$0.45 ,$53.49 ,$164.54 ,"$1,670,677.25 ","3,505,344","30,705","9,589",$0.46 ,$54.41 ,$174.23 ,"$1,786,453.54 ","3,481,842","31,544","9,537",$0.49 ,$56.63 ,$187.32 ,"$1,794,961.00 ","3,375,126","31,764","9,269",$0.51 ,$56.51 ,$193.65 ,"$1,701,815.46 ","3,228,948","30,561","8,571",$0.51 ,$55.69 ,$198.56 ,-1.16%,3.12%
Colazal ,Balsalazide Disodium ,1,"$144,839.20 ","104,035",295,90,$1.39 ,$490.98 ,"$1,609.32 ","$155,711.77 ","112,694",308,81,$1.38 ,$505.56 ,"$1,922.37 ","$154,522.43 ","111,935",314,87,$1.38 ,$492.11 ,"$1,776.12 ","$308,608.65 ","93,477",246,66,$3.30 ,"$1,254.51 ","$4,675.89 ","$351,617.12 ","80,607",213,52,$4.36 ,"$1,650.78 ","$6,761.87 ",32.13%,33.04%
Colchicine ,Colchicine ,2,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"$143,866,219.92 ","29,169,731","760,598","307,640",$4.93 ,$189.15 ,$467.64 ,"$185,661,495.55 ","35,719,009","938,733","351,502",$5.19 ,$197.78 ,$528.19 ,5.37%,5.37%
Colcrys ,Colchicine ,1,"$29,751,543.07 ","5,962,963","139,915","102,513",$4.99 ,$212.64 ,$290.22 ,"$263,811,771.20 ","52,065,625","1,293,602","413,696",$5.07 ,$203.94 ,$637.69 ,"$312,602,062.78 ","57,281,664","1,457,194","461,222",$5.46 ,$214.52 ,$677.77 ,"$153,358,267.43 ","26,992,544","673,159","238,500",$5.68 ,$227.82 ,$643.01 ,"$123,591,476.45 ","20,316,066","468,049","144,770",$6.08 ,$264.06 ,$853.71 ,7.07%,5.08%
Colestid ,Colestipol HCl ,1,"$199,161.87 ","234,013","1,423",596,$1.55 ,$139.96 ,$334.16 ,"$304,904.63 ","293,483","1,989",839,$2.07 ,$153.30 ,$363.41 ,"$219,531.39 ","195,886","1,150",452,$2.07 ,$190.90 ,$485.69 ,"$342,358.01 ","240,483","1,504",613,$2.93 ,$227.63 ,$558.50 ,"$280,865.49 ","178,615",897,305,$2.81 ,$313.12 ,$920.87 ,-4.35%,16.04%
Colestipol HCl ,Colestipol HCl ,2,"$13,511,095.68 ","24,337,654","203,011","52,394",$0.60 ,$66.55 ,$257.87 ,"$15,192,095.28 ","27,957,015","233,457","60,951",$0.57 ,$65.07 ,$249.25 ,"$22,091,113.47 ","30,763,563","262,095","68,088",$0.75 ,$84.29 ,$324.45 ,"$27,068,720.00 ","32,303,737","286,359","74,201",$0.86 ,$94.53 ,$364.80 ,"$28,626,076.01 ","36,394,354","318,416","82,679",$0.81 ,$89.90 ,$346.23 ,-5.62%,7.92%
Colistimethate ,Colistin (Colistimethate Na) ,4,"$2,920,116.44 ","168,076","3,433","1,172",$17.93 ,$850.60 ,"$2,491.57 ","$2,660,226.51 ","201,141","3,933","1,241",$14.46 ,$676.39 ,"$2,143.62 ","$2,283,858.14 ","217,716","4,120","1,337",$11.50 ,$554.33 ,"$1,708.20 ","$2,654,656.66 ","257,952","4,371","1,408",$11.43 ,$607.33 ,"$1,885.41 ","$2,701,719.61 ","239,526","4,631","1,515",$11.64 ,$583.40 ,"$1,783.31 ",1.78%,-10.25%
Colocort ,Hydrocortisone ,1,"$360,167.49 ","2,868,375","2,284","1,076",$0.13 ,$157.69 ,$334.73 ,"$322,549.72 ","2,695,594","2,033",921,$0.12 ,$158.66 ,$350.22 ,"$183,506.75 ","1,945,206","1,760",822,$0.09 ,$104.27 ,$223.24 ,"$208,472.44 ","2,276,891","2,007","1,095",$0.09 ,$103.87 ,$190.39 ,"$454,361.12 ","4,370,656","3,475","1,870",$0.10 ,$130.75 ,$242.97 ,13.54%,-4.61%
Coly-Mycin S ,Neomyc/Colist/Hydrocort/Thonzn ,1,"$103,392.65 ","12,744","1,952","1,645",$8.11 ,$52.97 ,$62.85 ,"$91,646.43 ","11,453","1,817","1,583",$8.00 ,$50.44 ,$57.89 ,"$104,336.69 ","13,110","2,093","1,780",$7.96 ,$49.85 ,$58.62 ,"$181,896.39 ","23,304","3,737","3,198",$7.81 ,$48.67 ,$56.88 ,"$106,550.08 ","14,122","2,334","2,081",$7.54 ,$45.65 ,$51.20 ,-3.34%,-1.80%
Colyte With Flavor Packets ,"PEG3350/Sod Sulf,Bicarb,Cl/KCl ",1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"$7,192.54 ","1,144,245",289,287,$0.01 ,$24.89 ,$25.06 ,"$42,999.41 ","6,111,840","1,504","1,474",$0.01 ,$28.59 ,$29.17 ,"$53,580.66 ","5,675,489","1,315","1,278",$0.01 ,$40.75 ,$41.93 ,34.19%,22.55%
Colyte With Flavor Packs ,"PEG3350/Sod Sulf,Bicarb,Cl/KCl ",1,"$116,252.86 ","12,215,903","3,223","3,180",$0.01 ,$36.07 ,$36.56 ,"$127,363.65 ","12,085,615","3,170","3,113",$0.01 ,$40.18 ,$40.91 ,"$113,725.72 ","10,372,580","2,671","2,609",$0.01 ,$42.58 ,$43.59 ,"$98,397.19 ","7,637,612","1,947","1,905",$0.01 ,$50.54 ,$51.65 ,"$5,814.51 ","440,780",116,116,$0.01 ,$50.13 ,$50.13 ,2.39%,8.51%
Combigan ,Brimonidine Tartrate/Timolol ,1,"$108,306,722.46 ","6,148,513","918,734","192,263",$17.62 ,$117.89 ,$563.33 ,"$141,321,900.16 ","7,414,142","1,067,330","225,027",$19.06 ,$132.41 ,$628.02 ,"$167,919,776.42 ","8,119,082","1,154,109","240,308",$20.68 ,$145.50 ,$698.77 ,"$205,262,368.16 ","8,664,380","1,212,950","252,715",$23.69 ,$169.23 ,$812.23 ,"$243,808,078.60 ","9,077,890","1,242,665","261,885",$26.86 ,$196.20 ,$930.97 ,13.37%,11.12%
Combipatch ,Estradiol/Norethindrone Acet ,1,"$2,139,449.20 ","262,067","24,378","5,753",$8.16 ,$87.76 ,$371.88 ,"$2,701,696.90 ","306,340","27,317","6,536",$8.82 ,$98.90 ,$413.36 ,"$3,004,319.59 ","296,110","25,983","6,323",$10.15 ,$115.63 ,$475.14 ,"$4,121,319.43 ","270,721","24,164","5,677",$15.22 ,$170.56 ,$725.97 ,"$2,746,722.83 ","152,626","14,159","4,053",$18.00 ,$193.99 ,$677.70 ,18.22%,21.85%
Combivent Respimat ,Ipratropium/Albuterol Sulfate ,1,"$4,122,944.38 ","68,844","14,583","10,646",$59.89 ,$282.72 ,$387.28 ,"$317,727,878.50 ","4,913,114","1,019,591","352,735",$64.67 ,$311.62 ,$900.76 ,"$509,071,804.77 ","7,416,899","1,540,172","399,064",$68.64 ,$330.53 ,"$1,275.66 ","$495,913,507.60 ","6,858,214","1,412,402","358,393",$72.31 ,$351.11 ,"$1,383.71 ","$499,645,091.14 ","6,373,302","1,296,336","319,992",$78.40 ,$385.43 ,"$1,561.43 ",8.42%,6.96%
Combivir ,Lamivudine/Zidovudine ,1,"$17,906,041.29 ","1,207,514","19,274","4,682",$14.83 ,$929.03 ,"$3,824.44 ","$4,577,079.46 ","308,166","4,842","1,048",$14.85 ,$945.29 ,"$4,367.44 ","$3,348,089.33 ","224,693","3,468",678,$14.90 ,$965.42 ,"$4,938.18 ","$2,674,557.24 ","180,432","2,788",476,$14.82 ,$959.31 ,"$5,618.82 ","$1,647,136.76 ","111,683","1,748",311,$14.75 ,$942.30 ,"$5,296.26 ",-0.50%,-0.14%
Cometriq ,Cabozantinib S-Malate ,1,  ,  ,  ,  ,  ,  ,  ,"$3,604,849.25 ","31,339",360,117,$124.73 ,"$10,013.47 ","$30,810.68 ","$7,471,029.49 ","57,162",718,201,$139.03 ,"$10,405.33 ","$37,169.30 ","$10,281,433.26 ","65,366",890,217,$166.60 ,"$11,552.17 ","$47,379.88 ","$13,454,106.60 ","75,838","1,055",244,$183.97 ,"$12,752.71 ","$55,139.78 ",10.43%,13.83%
Comfort Ez ,"Pen Needle, Diabetic ",1,"$31,964.02 ","118,179","1,068",465,$0.27 ,$29.93 ,$68.74 ,"$760,010.03 ","2,225,090","11,900","7,104",$0.34 ,$63.87 ,$106.98 ,"$2,253,219.73 ","6,199,356","36,090","13,988",$0.36 ,$62.43 ,$161.08 ,"$3,096,172.66 ","6,852,670","44,489","18,507",$0.45 ,$69.59 ,$167.30 ,"$4,198,268.67 ","8,150,571","58,874","18,854",$0.51 ,$71.31 ,$222.67 ,13.58%,17.42%
Comfort Ez ,"Syring-Needl,Disp,Insul,0.3 Ml ",1,"$25,811.50 ","101,600",446,434,$0.25 ,$57.87 ,$59.47 ,"$111,913.47 ","356,520","1,656","1,310",$0.31 ,$67.58 ,$85.43 ,"$304,293.89 ","841,180","4,336","1,952",$0.36 ,$70.18 ,$155.89 ,"$241,904.71 ","543,521","2,896","1,688",$0.45 ,$83.53 ,$143.31 ,"$169,480.32 ","324,421","1,951",942,$0.53 ,$86.87 ,$179.92 ,17.41%,19.91%
Comfort Ez ,"Syringe And Needle,Insulin,1ml ",1,"$26,388.80 ","103,360",474,449,$0.26 ,$55.67 ,$58.77 ,"$184,339.72 ","605,738","2,834","1,890",$0.30 ,$65.05 ,$97.53 ,"$479,708.63 ","1,331,846","7,199","3,383",$0.36 ,$66.64 ,$141.80 ,"$570,467.20 ","1,270,400","7,296","3,777",$0.45 ,$78.19 ,$151.04 ,"$717,194.79 ","1,396,507","8,510","3,708",$0.51 ,$84.28 ,$193.42 ,13.78%,19.05%
Comfort Ez ,"Syringe-Needle,Insulin,0.5 Ml ",1,"$20,977.51 ","81,835",414,374,$0.26 ,$50.67 ,$56.09 ,"$156,595.16 ","526,401","2,998","1,736",$0.29 ,$52.23 ,$90.20 ,"$451,849.59 ","1,264,406","7,739","3,111",$0.36 ,$58.39 ,$145.24 ,"$540,059.12 ","1,195,334","8,485","3,519",$0.45 ,$63.65 ,$153.47 ,"$627,336.26 ","1,221,192","9,951","3,426",$0.51 ,$63.04 ,$183.11 ,13.07%,18.95%
Complera ,Emtricita/Rilpivirine/Tenof Df ,1,"$44,482,583.03 ","710,215","22,897","4,104",$62.63 ,"$1,942.73 ","$10,838.84 ","$86,752,834.11 ","1,318,793","42,528","6,088",$65.78 ,"$2,039.90 ","$14,249.81 ","$134,158,135.45 ","1,926,549","61,598","8,320",$69.64 ,"$2,177.96 ","$16,124.78 ","$176,875,105.98 ","2,425,102","78,131","9,665",$72.94 ,"$2,263.83 ","$18,300.58 ","$173,154,906.78 ","2,136,519","68,943","9,158",$81.05 ,"$2,511.57 ","$18,907.50 ",11.12%,6.66%
Complete Natal DHA ,Prenatal 2/Iron/Folic Acid/Om3 ,1,"$2,006.34 ","4,620",72,28,$0.43 ,$27.87 ,$71.66 ,"$1,839.31 ","4,350",64,33,$0.42 ,$28.74 ,$55.74 ,"$4,695.24 ","10,864",154,65,$0.43 ,$30.49 ,$72.23 ,"$4,903.88 ","11,752",167,55,$0.42 ,$29.36 ,$89.16 ,"$5,117.87 ","13,530",137,46,$0.38 ,$37.36 ,$111.26 ,-9.35%,-3.39%
Completenate ,PNV #14/Ferrous Fum/Folic Acid ,1,"$3,623.35 ","6,718",146,62,$0.54 ,$24.82 ,$58.44 ,"$3,450.84 ","6,442",141,71,$0.54 ,$24.47 ,$48.60 ,"$4,238.00 ","7,812",157,69,$0.54 ,$26.99 ,$61.42 ,"$5,158.75 ","8,918",160,76,$0.58 ,$32.24 ,$67.88 ,"$4,505.54 ","8,562",172,71,$0.53 ,$26.20 ,$63.46 ,-9.03%,-0.61%
Compro ,Prochlorperazine ,1,"$927,919.24 ","385,872","28,460","22,714",$2.40 ,$32.60 ,$40.85 ,"$1,640,408.59 ","356,122","26,308","20,844",$4.61 ,$62.35 ,$78.70 ,"$2,012,949.87 ","310,711","22,399","17,464",$6.48 ,$89.87 ,$115.26 ,"$1,449,535.46 ","227,962","15,885","12,306",$6.36 ,$91.25 ,$117.79 ,"$1,385,264.35 ","182,996","12,594","9,609",$7.57 ,$109.99 ,$144.16 ,19.05%,33.20%
Comtan ,Entacapone ,1,"$53,400,937.77 ","14,533,413","120,381","20,683",$3.67 ,$443.60 ,"$2,581.88 ","$10,300,834.30 ","2,642,621","22,569","5,139",$3.90 ,$456.42 ,"$2,004.44 ","$4,581,222.18 ","1,133,656","7,938","2,417",$4.04 ,$577.13 ,"$1,895.42 ","$1,347,340.52 ","246,413","1,729",385,$5.47 ,$779.26 ,"$3,499.59 ","$859,165.85 ","137,204",884,173,$6.26 ,$971.91 ,"$4,966.28 ",14.52%,14.26%
Concept DHA ,"PNV 16/Iron Fum,Ps/Folic/Om-3 ",1,"$6,380.37 ","7,017",200,94,$0.91 ,$31.90 ,$67.88 ,"$10,289.68 ","11,230",317,112,$0.92 ,$32.46 ,$91.87 ,"$10,462.22 ","11,191",285,117,$0.93 ,$36.71 ,$89.42 ,"$13,824.22 ","14,046",370,137,$0.98 ,$37.36 ,$100.91 ,"$12,965.76 ","12,782",356,132,$1.01 ,$36.42 ,$98.23 ,3.06%,2.77%
Concept Ob ,"PNV 15/Iron Fum,Ps/Folic Acid ",1,"$1,864.72 ","2,323",78,35,$0.80 ,$23.91 ,$53.28 ,"$1,464.88 ","1,800",49,20,$0.81 ,$29.90 ,$73.24 ,"$1,847.76 ","2,130",57,32,$0.87 ,$32.42 ,$57.74 ,"$1,978.46 ","2,130",66,30,$0.93 ,$29.98 ,$65.95 ,"$2,683.32 ","2,911",62,30,$0.92 ,$43.28 ,$89.44 ,-0.76%,3.52%
Concerta ,Methylphenidate HCl ,1,"$2,497,803.89 ","381,584","9,569","2,333",$6.55 ,$261.03 ,"$1,070.64 ","$1,899,608.12 ","257,472","6,421","1,297",$7.41 ,$295.84 ,"$1,464.62 ","$1,826,785.99 ","221,818","5,302",984,$8.29 ,$344.55 ,"$1,856.49 ","$2,366,975.10 ","262,713","6,378","1,242",$9.04 ,$371.12 ,"$1,905.78 ","$2,547,194.43 ","259,215","6,363","1,233",$9.86 ,$400.31 ,"$2,065.85 ",9.06%,10.74%
Condylox ,Podofilox ,1,"$691,323.87 ","7,845","2,036","1,442",$88.12 ,$339.55 ,$479.42 ,"$848,281.93 ","8,662","2,220","1,564",$97.93 ,$382.11 ,$542.38 ,"$709,652.34 ","7,059","1,850","1,343",$100.53 ,$383.60 ,$528.41 ,"$543,165.78 ","4,989","1,286",914,$108.87 ,$422.37 ,$594.27 ,"$625,964.21 ","4,582","1,193",859,$136.63 ,$524.70 ,$728.71 ,25.49%,11.59%
Constulose ,Lactulose ,1,"$231,666.93 ","11,538,019","10,138","5,093",$0.02 ,$22.85 ,$45.49 ,"$695,646.98 ","32,134,721","30,932","12,085",$0.02 ,$22.49 ,$57.56 ,"$565,017.86 ","26,717,566","29,896","8,808",$0.02 ,$18.90 ,$64.15 ,"$889,632.10 ","49,776,577","43,471","19,917",$0.02 ,$20.46 ,$44.67 ,"$1,940,654.65 ","113,469,380","98,365","38,128",$0.02 ,$19.73 ,$50.90 ,-4.31%,-3.93%
Conzip ,Tramadol HCl ,1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"$135,538.82 ","17,983",431,226,$7.81 ,$314.48 ,$599.73 ,"$573,404.30 ","57,926","1,435",521,$10.18 ,$399.58 ,"$1,100.58 ","$412,803.47 ","37,014",918,351,$11.46 ,$449.68 ,"$1,176.08 ",12.59%,21.16%
Copaxone ,Glatiramer Acetate ,1,"$911,468,903.08 ","219,621","208,429","25,119","$4,150.19 ","$4,373.04 ","$36,286.03 ","$1,120,491,044.50 ","237,828","224,167","27,424","$4,711.35 ","$4,998.47 ","$40,858.05 ","$1,221,108,238.30 ","2,098,371","226,053","26,851",$645.51 ,"$5,401.87 ","$45,477.20 ","$1,382,386,514.70 ","4,593,630","237,976","27,621",$347.72 ,"$5,808.93 ","$50,048.39 ","$1,434,024,308.70 ","4,067,624","239,338","26,992",$398.13 ,"$5,991.63 ","$53,127.75 ",14.50%,-44.35%
Cordarone ,Amiodarone HCl ,1,"$155,057.20 ","38,560",853,181,$4.02 ,$181.78 ,$856.67 ,"$167,562.47 ","41,011",854,176,$4.09 ,$196.21 ,$952.06 ,"$157,729.95 ","39,774",789,208,$3.97 ,$199.91 ,$758.32 ,"$118,676.21 ","26,202",538,108,$4.53 ,$220.59 ,"$1,098.85 ","$24,878.04 ","5,629",132,81,$4.42 ,$188.47 ,$307.14 ,-2.42%,2.39%
Cordran ,Flurandrenolide ,1,"$2,478,938.40 ","18,407","14,560","8,108",$134.67 ,$170.26 ,$305.74 ,"$4,220,820.96 ","18,366","14,864","8,392",$229.82 ,$283.96 ,$502.96 ,"$4,825,503.75 ","16,856","12,971","7,276",$286.28 ,$372.02 ,$663.21 ,"$4,647,155.99 ","13,109","10,539","5,712",$354.50 ,$440.95 ,$813.58 ,"$558,514.02 ","1,358","1,180",885,$411.28 ,$473.32 ,$631.09 ,16.02%,32.19%
Coreg ,Carvedilol ,1,"$3,781,671.22 ","1,639,476","18,507","3,637",$2.31 ,$204.34 ,"$1,039.78 ","$4,319,949.87 ","1,774,708","18,701","3,692",$2.43 ,$231.00 ,"$1,170.08 ","$4,589,348.88 ","1,693,552","17,517","3,514",$2.71 ,$261.99 ,"$1,306.02 ","$4,852,843.98 ","1,437,103","15,419","3,161",$3.38 ,$314.73 ,"$1,535.22 ","$5,334,757.64 ","1,318,918","13,363","2,769",$4.04 ,$399.22 ,"$1,926.60 ",19.77%,15.07%
Coreg Cr ,Carvedilol Phosphate ,1,"$63,474,429.33 ","14,185,144","320,967","56,870",$4.47 ,$197.76 ,"$1,116.13 ","$67,262,571.11 ","14,117,524","282,936","53,805",$4.76 ,$237.73 ,"$1,250.12 ","$69,280,380.10 ","12,850,965","245,746","45,928",$5.39 ,$281.92 ,"$1,508.46 ","$76,946,367.24 ","11,400,754","212,066","40,038",$6.75 ,$362.84 ,"$1,921.83 ","$75,188,358.20 ","9,313,543","165,884","33,378",$8.07 ,$453.26 ,"$2,252.63 ",19.61%,15.90%
Corgard ,Nadolol ,1,"$772,344.10 ","220,024","3,351",803,$3.53 ,$230.48 ,$961.82 ,"$964,863.72 ","253,783","3,766",805,$3.81 ,$256.20 ,"$1,198.59 ","$1,029,056.88 ","253,504","3,663",720,$4.08 ,$280.93 ,"$1,429.25 ","$1,094,465.66 ","233,323","3,530",689,$4.67 ,$310.05 ,"$1,588.48 ","$579,671.98 ","118,989","1,867",606,$4.88 ,$310.48 ,$956.55 ,4.44%,8.40%
Corlanor ,IVabradine HCl ,1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"$1,697,350.89 ","271,794","4,072","1,572",$6.24 ,$416.83 ,"$1,079.74 ","$7,082,939.86 ","1,090,666","15,856","3,637",$6.49 ,$446.70 ,"$1,947.47 ",3.98%,3.98%
Cortef ,Hydrocortisone ,1,"$432,268.46 ","761,870","6,239","1,277",$0.60 ,$69.28 ,$338.50 ,"$451,633.14 ","730,827","5,536","1,112",$0.65 ,$81.58 ,$406.14 ,"$465,479.26 ","667,473","4,783","1,057",$0.75 ,$97.32 ,$440.38 ,"$460,285.12 ","565,092","3,890",834,$0.86 ,$118.33 ,$551.90 ,"$547,811.24 ","553,077","3,533",696,$1.05 ,$155.06 ,$787.09 ,22.25%,14.95%
Cortifoam ,Hydrocortisone Acetate ,1,"$1,516,017.00 ","83,842","3,555","1,613",$18.08 ,$426.45 ,$939.87 ,"$1,614,216.92 ","88,577","3,718","1,634",$18.22 ,$434.16 ,$987.89 ,"$1,831,636.58 ","96,473","3,934","1,745",$18.99 ,$465.59 ,"$1,049.65 ","$1,952,251.45 ","88,070","3,657","1,667",$22.17 ,$533.84 ,"$1,171.12 ","$2,063,853.12 ","82,723","3,531","1,593",$24.95 ,$584.50 ,"$1,295.58 ",12.55%,8.38%
Cortisone Acetate ,Cortisone Acetate ,1,"$654,248.39 ","915,948","13,849","2,691",$0.71 ,$47.24 ,$243.12 ,"$319,596.07 ","364,414","6,118","1,876",$0.88 ,$52.24 ,$170.36 ,"$426,365.17 ","223,475","2,841",760,$1.91 ,$150.08 ,$561.01 ,"$571,398.39 ","254,138","3,375",766,$2.25 ,$169.30 ,$745.95 ,"$550,694.29 ","255,042","3,284",741,$2.16 ,$167.69 ,$743.18 ,-3.97%,31.86%
Cortisporin ,Neomyc/Bacit/Polymyx/Hydrocort ,1,"$305,462.16 ","60,074","3,321","2,374",$5.08 ,$91.98 ,$128.67 ,"$303,537.60 ","54,945","3,040","2,189",$5.52 ,$99.85 ,$138.66 ,"$287,445.06 ","48,999","2,741","2,010",$5.87 ,$104.87 ,$143.01 ,"$272,766.91 ","40,531","2,236","1,648",$6.73 ,$121.99 ,$165.51 ,"$285,828.38 ","35,913","1,991","1,429",$7.96 ,$143.56 ,$200.02 ,18.27%,11.85%
Cortisporin ,Neomycin/Polymyxin B/Hydrocort ,1,"$113,378.88 ","15,148","1,386",922,$7.48 ,$81.80 ,$122.97 ,"$115,173.10 ","14,433","1,205",822,$7.98 ,$95.58 ,$140.11 ,"$121,138.66 ","14,044","1,158",739,$8.63 ,$104.61 ,$163.92 ,"$138,047.36 ","13,938","1,116",697,$9.90 ,$123.70 ,$198.06 ,"$136,205.10 ","11,653",954,679,$11.69 ,$142.77 ,$200.60 ,18.01%,11.79%
